com.guysonlydating,2.85.0,https://d.apkpure.com/b/APK/com.guysonlydating?version=latest
com.dately,9.7,https://d.apkpure.com/b/APK/com.dately?version=latest
com.dating.curvyvibes,1.0.3,https://d.apkpure.com/b/APK/com.dating.curvyvibes?version=latest
com.video.omeet.live.meet,1.1.81,https://d.apkpure.com/b/APK/com.video.omeet.live.meet?version=latest
com.curvydating,1.0.30,https://d.apkpure.com/b/APK/com.curvydating?version=latest
app.threesome.dating,2.3.2,https://d.apkpure.com/b/APK/app.threesome.dating?version=latest
co.lucky.hookup,3.2.11,https://d.apkpure.com/b/APK/co.lucky.hookup?version=latest
com.cougardating.cougard,4.2,https://d.apkpure.com/b/APK/com.cougardating.cougard?version=latest
com.cupichat.android,8.5.18.2,https://d.apkpure.com/b/APK/com.cupichat.android?version=latest
com.coffeemeetsbagel,6.23.1,https://d.apkpure.com/b/APK/com.coffeemeetsbagel?version=latest
com.rexlee.lite,1.1.4,https://d.apkpure.com/b/APK/com.rexlee.lite?version=latest
com.videocall.live.globalcall.randomcall.chat,7,https://d.apkpure.com/b/APK/com.videocall.live.globalcall.randomcall.chat?version=latest
com.k.version.gb_pro_latest,1.0.0,https://d.apkpure.com/b/APK/com.k.version.gb_pro_latest?version=latest
ru.mamba.client,3.191.2 (20541),https://d.apkpure.com/b/APK/ru.mamba.client?version=latest
com.appspartner.flirtme,7.1.0 (Upton),https://d.apkpure.com/b/APK/com.appspartner.flirtme?version=latest
com.algebealchat.app,2.2.1,https://d.apkpure.com/b/APK/com.algebealchat.app?version=latest
com.cupidmedia.wrapper.interracialcupid,10.13.7,https://d.apkpure.com/b/APK/com.cupidmedia.wrapper.interracialcupid?version=latest
co.feeld,6.3.1,https://d.apkpure.com/b/APK/co.feeld?version=latest
com.drizly.Drizly,6.2.2,https://d.apkpure.com/b/APK/com.drizly.Drizly?version=latest
com.magnetappdate,2.11.0,https://d.apkpure.com/b/APK/com.magnetappdate?version=latest
com.okcupid.okcupid,76.1.0,https://d.apkpure.com/b/APK/com.okcupid.okcupid?version=latest
com.millionairedating.millionairematch,8.4.6,https://d.apkpure.com/b/APK/com.millionairedating.millionairematch?version=latest
com.appspartner.iflirts,7.1.0 (Upton),https://d.apkpure.com/b/APK/com.appspartner.iflirts?version=latest
ru.fotostrana.sweetmeet,1.20.04,https://d.apkpure.com/b/APK/ru.fotostrana.sweetmeet?version=latest
com.crush.magicmatch,2.1.1,https://d.apkpure.com/b/APK/com.crush.magicmatch?version=latest
com.dating.android,7.96.200,https://d.apkpure.com/b/APK/com.dating.android?version=latest
com.evermatch,1.1.99,https://d.apkpure.com/b/APK/com.evermatch?version=latest
com.cupidmedia.wrapper.bbwcupid,10.13.7,https://d.apkpure.com/b/APK/com.cupidmedia.wrapper.bbwcupid?version=latest
de.mobiletrend.lovidoo,Y22.M12.D2.V14210503,https://d.apkpure.com/b/APK/de.mobiletrend.lovidoo?version=latest
com.starlink.vpnv2ray,177.0,https://d.apkpure.com/b/APK/com.starlink.vpnv2ray?version=latest
com.onlyfans.facetime,33.0.0,https://d.apkpure.com/b/APK/com.onlyfans.facetime?version=latest
com.livicall.livevideoliviapps,2,https://d.apkpure.com/b/APK/com.livicall.livevideoliviapps?version=latest
com.hily.app,3.7.5.1,https://d.apkpure.com/b/APK/com.hily.app?version=latest
com.tabooapp.dating,1.6.7,https://d.apkpure.com/b/APK/com.tabooapp.dating?version=latest
com.udates,1.61.1,https://d.apkpure.com/b/APK/com.udates?version=latest
com.cupidmedia.wrapper.latinamericancupid,10.13.7,https://d.apkpure.com/b/APK/com.cupidmedia.wrapper.latinamericancupid?version=latest
com.matchu.live,1.11.1,https://d.apkpure.com/b/APK/com.matchu.live?version=latest
com.cupidmedia.wrapper.mexicancupid,10.13.7,https://d.apkpure.com/b/APK/com.cupidmedia.wrapper.mexicancupid?version=latest
mingle.android.mingle2,9.0.5,https://d.apkpure.com/b/APK/mingle.android.mingle2?version=latest
com.cupidmedia.wrapper.muslima,10.13.7,https://d.apkpure.com/b/APK/com.cupidmedia.wrapper.muslima?version=latest
com.tinder,14.7.0,https://d.apkpure.com/b/APK/com.tinder?version=latest
com.asiandate,3.25.5,https://d.apkpure.com/b/APK/com.asiandate?version=latest
com.yeoboya.global,1.1.008,https://d.apkpure.com/b/APK/com.yeoboya.global?version=latest
com.zoosk.zoosk,8.43.0,https://d.apkpure.com/b/APK/com.zoosk.zoosk?version=latest
com.cupidmedia.wrapper.pinkcupid,10.13.7,https://d.apkpure.com/b/APK/com.cupidmedia.wrapper.pinkcupid?version=latest
kr.jungrammer.randomchat,4.18.53,https://d.apkpure.com/b/APK/kr.jungrammer.randomchat?version=latest
com.cupidmedia.wrapper.asiandating,4.2.7.3,https://d.apkpure.com/b/APK/com.cupidmedia.wrapper.asiandating?version=latest
com.successfulmatch.seniormatchdating,7.7.6,https://d.apkpure.com/b/APK/com.successfulmatch.seniormatchdating?version=latest
com.kinky.fetlifestyle,2.8.2,https://d.apkpure.com/b/APK/com.kinky.fetlifestyle?version=latest
